"male","essay_link","essay_length","Class","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids","offspring_A","pets_A","atheist","smoke","single","town_A","SV","rel_imp","sign_imp","age_A","age_dummy","body_type_A","diet_A","drinks_A","education_A","phdYN","educ_dummy1","educ_dummy2","height_A","income100000","UnionDummy"
"m","yes",7.89431806384162,"stem","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","high","no","3","missing","33","yes","body_type_missing","diet_missing","socially","university","no","no","yes","66","no","yes"
"f","no",6.37842618365159,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","likes_animals","no","altro","yes","high","no","1","1","25","yes","fit","anything","socially","university","no","no","yes","61-","no","no"
"m","no",7.27793857294566,"other","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","pets_missing","no","altro","yes","SV","yes","missing","missing","50+","no","athletic","diet_missing","socially","masters_program","no","no","yes","69","no","yes"
"m","no",7.23921497377981,"stem","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","likes_animals","no","altro","yes","SV","yes","1","0","29","yes","athletic","anything","socially","masters_program","no","no","yes","73","no","yes"
"m","no",6.85329909318608,"stem","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","has_animals","yes","altro","yes","medium","no","0","missing","31","yes","fit","anything","socially","phd_program","yes","no","no","67","no","no"
"m","yes",8.36590507720246,"other","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","kids_missing","has_animals","no","altro","yes","san_francisco","no","missing","missing","39","yes","athletic","anything","socially","other","no","yes","no","72","no","no"
"f","no",8.14089846060785,"other","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","medium","no","2","missing","25","yes","thin","diet_missing","rarely","work_phd_mast","no","yes","no","64","no","yes"
"f","no",0,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","altro","medium","no","2","missing","45-49","no","fit","diet_missing","socially","phd_program","yes","no","no","68","no","no"
"m","yes",8.49801037199946,"other","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","medium","no","0","missing","30","yes","body_type_missing","diet_missing","socially","university","no","no","yes","71","no","no"
"m","no",5.93224518744801,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","pets_missing","no","altro","yes","san_francisco","no","0","1","26","yes","athletic","anything","rarely","university","no","no","yes","69","no","no"
"f","no",7.24351297466548,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","2","missing","34","yes","fit","vegetarian","socially","masters_program","no","no","yes","62","no","no"
"m","no",7.55485852104068,"stem","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","doesnt_have_kids","pets_missing","no","altro","yes","low","no","missing","1","29","yes","athletic","other","drinks_missing","university","no","no","yes","67","no","yes"
"f","no",8.14293601043227,"other","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","wants","has_animals","no","altro","yes","medium","no","missing","missing","32","yes","athletic","anything","socially","masters_program","no","no","yes","67","no","no"
"m","no",6.96885037834195,"stem","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_have_kids","has_animals","yes","altro","yes","san_francisco","no","0","0","28","yes","athletic","anything","rarely","university","no","no","yes","75+","no","no"
"m","no",8.25218543600333,"other","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","has_animals","no","altro","yes","medium","no","0","0","18-21","no","fit","anything","often","other","no","yes","no","73","no","no"
"m","yes",8.25009775257285,"stem","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","kids_missing","likes_animals","yes","altro","yes","san_francisco","no","missing","0","31","yes","average","diet_missing","socially","work_other","no","no","yes","68","no","yes"
"m","no",8.28702502516506,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","0","38","yes","body_type_missing","anything","socially","other","no","yes","no","68","no","no"
"m","no",6.46769872610435,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","SV","yes","missing","missing","50+","no","average","diet_missing","socially","masters_program","no","no","yes","74","no","yes"
"f","no",6.70808408385307,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","has_kids","likes_animals","no","altro","yes","san_francisco","no","missing","missing","40-44","no","average","anything","socially","masters_program","no","no","yes","62","no","no"
"m","no",6.09807428216624,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","has_animals","no","yes","yes","medium","no","1","0","21","no","average","diet_missing","not_at_all","ed_missing","no","yes","no","67","no","no"
"m","no",7.8087293067444,"other","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","kids_missing","pets_missing","yes","altro","yes","san_francisco","no","missing","0","25","yes","average","diet_missing","socially","other","no","yes","no","72","no","no"
"m","yes",8.16507925880507,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","kids_missing","has_animals","no","altro","yes","medium","no","1","1","28","yes","average","diet_missing","socially","other","no","yes","no","69","no","no"
"m","no",7.86326672400957,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","medium","no","missing","missing","24","no","athletic","anything","rarely","work_phd_mast","no","yes","no","69","no","no"
"f","no",7.7445698093545,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","has_animals","no","altro","yes","san_francisco","no","missing","1","22","no","thin","anything","socially","other","no","yes","no","68","no","no"
